224	49
664	132
379	638
489	1364
353	5321
350	5321
184	5321
284	5321
1156	5321
8	5321
669	5321
193	5321
302	5321
307	5321
390	5321
415	5321
417	5321
740	5321
1026	5321
1132	5321
587	5321
346	5321
885	5321
777	5321
377	5321
671	5321
717	5321
338	5814
108	6076
205	6076
905	6076
41	6076
40	6076
580	6076
1195	6216
955	6216
128	6255
901	6255
240	6255
143	6255
150	6255
1023	6255
400	6255
935	7178
775	7178
361	7319
74	7319
645	7319
582	7319
583	7319
585	7319
30	7319
31	7319
153	7319
154	7319
748	7319
750	7319
72	7319
360	7319
289	7319
1013	7319
121	7319
507	7319
1191	7319
1187	7319
118	7319
933	7319
508	7319
956	7319
511	7319
401	7319
930	7319
931	7319
242	7319
145	7319
152	7319
1025	7319
106	7319
109	7319
203	7319
206	7319
903	7319
906	7319
509	7319
512	7319
506	7319
1100	7389
1098	7389
1102	7389
1140	8355
675	8355
967	8355
546	8355
385	8355
474	8355
966	8355
545	8355
56	9546
53	9546
252	9562
246	9562
1160	10534
927	10613
928	10613
932	10613
1167	10712
1088	11204
1154	11204
667	11204
1022	11204
209	11204
372	11204
999	11204
207	11204
467	11204
662	11204
175	11267
578	11267
640	11267
809	11267
907	11267
949	11267
560	11267
423	11267
480	11343
481	11386
482	11386
937	11578
117	11590
524	11606
370	11764
89	11764
954	11764
316	11857
1120	11857
534	11857
552	11857
167	11857
1138	11857
637	11857
222	11857
614	11857
1118	11857
532	11857
1200	11857
458	11857
1063	11857
172	11857
312	11857
881	11857
1047	11857
1064	11857
746	11857
1186	11939
135	12051
558	12073
559	12073
82	12175
731	12209
81	12210
553	12210
1054	12330
210	12427
371	12427
1055	12427
373	12427
1000	12427
663	12427
208	12427
468	12427
821	12427
1034	12427
624	12427
473	12427
176	12427
579	12427
641	12427
810	12427
908	12427
950	12427
561	12427
424	12427
61	12427
1060	12427
1177	12427
1128	12427
1051	12427
1044	12427
1059	12427
535	12445
1139	12450
636	12450
223	12450
615	12450
643	12450
1119	12450
1130	12450
1114	12450
533	12450
459	12450
186	12450
1201	12450
923	12450
195	12450
938	12450
816	12450
419	12543
136	12543
758	12543
549	12543
526	12543
410	12543
342	12543
527	12543
529	12543
412	12543
413	12543
168	12543
747	12543
638	12543
1038	12543
274	12559
275	12559
146	12559
147	12559
148	12559
44	12559
87	12626
88	12626
992	12626
858	12626
993	12626
1126	12626
895	12626
286	12626
144	12646
151	12646
1053	12646
751	12654
1203	12696
487	12733
490	12733
43	12733
732	12733
733	12733
734	12733
1123	12744
218	12744
1015	12744
1122	12744
1124	12744
263	12744
443	12744
891	12744
1017	12744
7	12744
133	12744
322	12744
863	12744
134	12744
131	12744
140	12744
261	12744
267	12744
141	12744
211	12744
101	12744
272	12744
165	12744
183	12744
285	12744
139	12744
2	12744
215	12744
428	12744
682	12744
683	12744
684	12744
270	12744
163	12744
1032	12744
1033	12744
551	12744
882	12744
345	12744
886	12744
164	12744
884	12744
449	12744
448	12744
450	12744
883	12744
981	12744
986	12744
887	12744
368	12744
1024	12744
421	12744
461	12744
588	12744
343	12744
778	12744
672	12744
378	12744
344	12744
727	12744
728	12744
358	12744
477	12744
479	12744
478	12744
761	12744
13	12744
1131	12744
1182	12744
520	12744
518	12744
861	12744
760	12744
460	12744
762	12744
626	12744
1048	12744
1175	12744
488	12744
961	12744
962	12744
888	12744
174	12744
823	12744
1036	12744
910	12744
820	12744
912	12744
913	12744
214	12744
158	12744
1104	12744
1106	12744
471	12744
1058	12744
554	12744
557	12744
1040	12744
718	12744
716	12744
719	12744
946	12744
943	12744
944	12744
319	12744
38	12744
259	12744
351	12744
437	12744
194	12744
269	12744
271	12744
268	12744
425	12744
171	12744
313	12744
880	12744
817	12744
741	12744
896	12744
188	12744
1184	12744
1183	12744
726	12744
380	12744
648	12744
18	12744
381	12744
514	12744
646	12744
752	12744
517	12744
521	12744
516	12744
519	12744
523	12744
953	12744
217	12744
939	12744
942	12819
947	12819
941	12819
945	12819
1046	12819
1050	12819
1067	12819
1068	12819
1069	12819
1070	12819
1049	12819
1052	12819
6	12819
868	12819
515	12819
522	12819
5	12819
309	12819
965	12819
308	12819
243	12819
441	12819
890	12819
1014	12819
924	12819
73	12819
644	12819
432	12823
859	12823
433	12823
860	12823
137	12823
426	12823
138	12823
427	12823
1073	12823
1065	12823
936	12823
776	12823
212	12823
395	12823
156	12823
754	12823
755	12823
192	12823
301	12823
306	12823
389	12823
414	12823
416	12823
1027	12823
1133	12823
1142	12823
677	12823
225	12823
226	12823
387	12823
476	12823
386	12823
475	12823
9	12823
940	12823
948	12823
323	12823
867	12823
757	12823
759	12823
925	12823
756	12823
1037	12823
1043	12823
1057	12823
1072	12823
1074	12823
1071	12823
555	12823
32	12823
1087	12823
1021	12823
1066	12823
657	12823
926	12823
1001	12823
1003	12823
17	12823
384	12823
12	12823
181	12823
297	12823
609	12823
660	12823
541	12823
99	12823
173	12823
1039	12823
749	12823
310	12823
311	12823
627	12823
1179	12823
221	12823
266	12823
866	12823
894	12823
1020	12823
326	12823
446	12823
315	12823
265	12823
642	12823
1075	12823
1113	12823
1129	12823
262	12823
185	12823
635	12823
1041	12823
321	12823
922	12823
220	12823
216	12823
341	12823
753	12823
107	12823
904	12823
227	12823
1206	12823
921	12823
1208	12823
1042	12823
1045	12823
1061	12823
865	12823
862	12823
122	12823
1062	12823
434	12823
62	12823
1031	12823
584	12823
